TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE
TR199,A106,Complete IP prosecution work associated with task TR199 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Partner,N,N
TR220,A110,"Run preliminary trademark registerability search for {NAME_PLACEHOLDER} Labs and assess obvious conflicts and refusals. Update docketing, maintain files, and manage prosecution documentation.",Partner,N,N
PA250,A104,"Set up publication watch alerts and review newly published applications for potential conflicts. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA270,A110,"Check application status, maintenance fee schedule, and docket deadlines; report status summary to client. Update docketing, maintain files, and manage prosecution documentation.",Paralegal,N,N
PA330,A104,"Prepare design patent application, including figures coordination and design claim language for CA filing. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA410,A104,"Prepare and file information disclosure statement listing prior art references and related submission forms. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA110,A103,"Conduct initial inventor and stakeholder interviews to confirm facts and scope for new IP matter. Draft and revise required documents, forms, and supporting statements.",Associate,N,N
PA350,A104,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA299,A111,Complete IP prosecution work associated with task PA299 and document outcomes for the client. Perform other related services as required by the matter. Also review docket deadlines and coordinate e-filing confirmations with paralegal team.,Paralegal,Y,N
TR399,A104,"Complete IP prosecution work associated with task TR399 and document outcomes for the client. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
TR230,A104,"Perform full trademark clearance search for {NAME_PLACEHOLDER} Cloud covering telecommunications services and analyze likelihood of confusion. Review and analyze communications, evidence, and filings for accuracy.",Partner,N,N
TR599,A106,Complete IP prosecution work associated with task TR599 and document outcomes for the client. Communicate with client and inventors to confirm instructions and approvals.,Associate,N,N
PA499,A109,"Complete IP prosecution work associated with task PA499 and document outcomes for the client. Attend examiner interview, hearing, or scheduled conference related to the matter.",Associate,N,N
PA310,A104,"Draft and finalize provisional patent application materials for CA filing based on wireless sensor disclosure. Review and analyze communications, evidence, and filings for accuracy.",Paralegal,N,N
PA350,A102,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Conduct targeted legal and factual research to support the task.",Paralegal,N,N
PA340,A104,"Prepare plant patent application materials, including deposit documentation and drawings, for CN filing. Review and analyze communications, evidence, and filings for accuracy.",Associate,N,N
PA220,A101,"Perform patentability prior art search and analyze references relevant to the disclosed optical imaging lens system. Plan work, outline next steps, and coordinate internal timelines.",Paralegal,N,N
PA350,A103,"Prepare continuing application papers and updated claims set, preserving priority to the parent filing. Draft and revise required documents, forms, and supporting statements.",Partner,N,N
PA450,A103,"Prepare post-issuance remedial filing, such as reissue or reexamination request, and coordinate supporting declarations. Draft and revise required documents, forms, and supporting statements.",Paralegal,N,N
TR310,A102,"Prepare and file trademark application for {NAME_PLACEHOLDER} Cloud covering financial services, including specimen and first-use information. Conduct targeted legal and factual research to support the task.",Associate,N,N
