LINE_ITEM_TYPE,TASK_CODE,ACTIVITY_CODE,EXPENSE_CODE,DESCRIPTION,TK_CLASSIFICATION,BLOCKBILLING,VAGUE,MISMATCH,PROHIBITED_ADMIN,MIN_AMOUNT,MAX_AMOUNT,MIN_UNITS,MAX_UNITS,UNIT_COST,RECEIPT_REQUIRED,GENERATE_RECEIPT
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning closing deliverables provisions for the private equity sponsor in a private equity acquisition involving a telecommunications business with material operations in Texas; focus on purchase price mechanics.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for indemnification provisions for the seller in a minority investment with acquisition rights involving a fintech business with material operations in Ireland; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of fundamental representations for the private equity sponsor in a public company merger involving a renewable energy business with material operations in New York; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing material adverse effect definition for the seller in a asset purchase involving a professional services business with material operations in New York; focus on post-closing exposure.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of tax covenant provisions for the private equity sponsor in a strategic acquisition involving a enterprise software business with material operations in Illinois; focus on transaction documentation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning indemnification provisions for the private equity sponsor in a private equity acquisition involving a data analytics business with material operations in Singapore; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of tax covenant provisions for the seller in a private equity acquisition involving a data analytics business with material operations in Canada; focus on interim operating covenants.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for representations and warranties for the target company in a carve-out acquisition involving a e-commerce business with material operations in the Netherlands; focus on consent requirements.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning interim operating covenants for the seller in a going-private transaction involving a automotive technology business with material operations in the United Kingdom; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of closing conditions for the strategic acquirer in a minority investment with acquisition rights involving a enterprise software business with material operations in Texas; focus on transaction timing.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A105,,Coordinate internal specialist comments on acquisition agreement provisions concerning interim operating covenants for the target company in a private equity acquisition involving a data analytics business with material operations in Canada; focus on transaction timing.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A103,,Draft and revise acquisition agreement provisions addressing closing deliverables provisions for the buyer in a statutory merger involving a e-commerce business with material operations in Massachusetts; focus on interim operating covenants.,Associate,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning material adverse effect definition with opposing counsel for the target company in a reverse triangular merger involving a insurance business with material operations in Canada; focus on regulatory clearance.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning closing conditions with opposing counsel for the private equity sponsor in a going-private transaction involving a enterprise software business with material operations in Australia; focus on closing conditions.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning escrow mechanics with opposing counsel for the seller in a strategic acquisition involving a cybersecurity business with material operations in Delaware; focus on integration planning.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for interim operating covenants for the buyer in a sale of a business division involving a insurance business with material operations in Germany; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning fundamental representations with opposing counsel for the seller in a management buyout involving a logistics business with material operations in the Netherlands; focus on post-closing exposure.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A107,,Negotiate acquisition agreement terms concerning insurance provisions with opposing counsel for the buyer in a strategic acquisition involving a telecommunications business with material operations in Illinois; focus on purchase price mechanics.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A109,,Participate in drafting session concerning acquisition agreement treatment of specific performance provisions for the target company in a private equity acquisition involving a specialty chemicals business with material operations in Illinois; focus on risk allocation.,Partner,N,N,N,N,,,,,,,
FEE,MB00,A106,,Advise client on acquisition agreement risk allocation for earnout provisions for the private equity sponsor in a asset purchase involving a medical devices business with material operations in Texas; focus on integration planning.,Partner,N,N,N,N,,,,,,,
