TASK_CODE,ACTIVITY_CODE,DESCRIPTION,TK_CLASSIFICATION,Blockbilling
L300,A110,Schedule deposition with {NAME_PLACEHOLDER} re trial preparation,Paralegal,N
L400,A103,Coordinate court reporter and videographer re trial preparation,Paralegal,N
L300,A110,Compile record citations re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L120,A107,Draft notice of removal re compliance with local rules,Associate,N
L140,A112,Evaluate removal/remand options re case budget,Partner,N
L200,A107,Draft reply brief re scheduling and deadlines,Associate,N
L200,A111,Attend hearing and argue motion re mediation planning,Partner,N
L300,A110,Prepare deposition cross outline re case budget with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft motion for summary judgment re mediation planning,Associate,N
L300,A108,Prepare interrogatories and RFPs re settlement framework,Associate,N
L340,A107,Draft statement of undisputed facts re scheduling and deadlines,Associate,N
L300,A112,Review discovery plan and priorities re trial preparation,Partner,N
L340,A111,Compile record citations re compliance with local rules,Paralegal,N
L320,A111,Evaluate removal/remand options re scheduling and deadlines,Partner,N
L110,A105,Prepare jury instructions research,Associate,N
L300,A112,Review and analyze case law updates re discovery issues,Associate,N
L200,A102,Mentor Associate on brief structure re trial preparation,Partner,N
L110,A101,Manage document vendor instructions regarding expert strategy,Paralegal,N
L410,A111,Compile record citations re scheduling and deadlines,Paralegal,N
L300,A107,Draft notice of deposition re deposition logistics,Paralegal,N
L110,A103,Arrange courier for courtesy copies regarding expert strategy,Paralegal,N
L200,A113,Bates label and organize document set re motion practice,Paralegal,N
L400,A113,Assemble exhibit binders re trial preparation,Paralegal,N
L300,A105,Track discovery deficiencies re trial preparation,Paralegal,N
L200,A101,Research expert admissibility (Daubert) regarding expert strategy; Draft motion to dismiss; Draft pretrial conference statement re compliance with local rules; Review and analyze case law updates; Revise discovery responses (follow-up),Associate,Y
L300,A101,Prepare for settlement conference re deposition logistics,Partner,N
L110,A101,Strategy conference re case posture re scheduling and deadlines,Partner,N
L110,A101,Strategy conference re case posture regarding expert strategy,Partner,N
L400,A111,Prepare hearing binder and exhibits re settlement framework,Associate,N
L200,A107,Draft statement of undisputed facts re motion practice,Associate,N
L200,A107,Draft motion to dismiss re scheduling and deadlines,Associate,N
L300,A110,Review and summarize deposition transcript re discovery issues with {NAME_PLACEHOLDER},Associate,N
L200,A107,Draft motion for summary judgment re scheduling and deadlines,Associate,N
L200,A107,Draft opposition to motion to compel re scheduling and deadlines,Associate,N
L200,A107,Draft motion for summary judgment re mediation planning,Associate,N
L200,A110,Review and summarize deposition transcript re motion practice with {NAME_PLACEHOLDER},Associate,N
L400,A109,Prepare trial notebook sections re trial preparation,Paralegal,N
L200,A111,Attend hearing and argue motion re motion practice,Partner,N
L300,A102,Evaluate settlement options re discovery issues,Partner,N
L200,A101,Prepare for settlement conference re settlement framework with {NAME_PLACEHOLDER},Partner,N
L300,A110,Review and summarize deposition transcript re mediation planning,Associate,N
L300,A105,Research expert admissibility (Daubert) re discovery issues,Associate,N
L300,A105,Prepare jury instructions research re discovery issues,Associate,N
L300,A110,Prepare witness examination outlines re deposition logistics,Partner,N
L300,A105,Legal research on dispositive issues re discovery issues,Associate,N
L240,A109,Outline oral argument themes re mediation planning,Partner,N
L300,A102,Prepare interrogatories and RFPs re case budget,Associate,N
L400,A111,Prepare hearing binder and exhibits re mediation planning,Associate,N
L200,A107,Draft motion for summary judgment re mediation planning,Associate,N
L300,A103,Prepare interrogatories and RFPs re scheduling and deadlines,Associate,N
L110,A112,Review expert retention strategy,Partner,N
L400,A107,Draft protective order re compliance with local rules,Associate,N
L300,A110,Review expert retention strategy re deposition logistics,Partner,N
L300,A105,Research expert admissibility (Daubert) re deposition logistics,Associate,N
L200,A107,Draft motion to dismiss re case budget,Associate,N
L200,A102,Mentor Associate on brief structure re trial preparation,Partner,N
L400,A101,Draft pretrial conference statement regarding expert strategy,Associate,N
L300,A108,Prepare interrogatories and RFPs re compliance with local rules,Associate,N
L400,A111,Coordinate hearing logistics re case budget with {NAME_PLACEHOLDER},Paralegal,N
L300,A112,Review discovery plan and priorities re scheduling and deadlines,Partner,N
L110,A112,Review expert retention strategy re case budget,Partner,N
L110,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions regarding expert strategy,Associate,N
L300,A108,Prepare interrogatories and RFPs re settlement framework,Associate,N
L240,A109,Update privilege log spreadsheet re settlement framework,Paralegal,N
L200,A107,Draft motion for summary judgment regarding expert strategy,Associate,N
L400,A101,Draft pretrial conference statement re compliance with local rules,Associate,N
L200,A111,Attend hearing and argue motion re mediation planning,Partner,N
L300,A111,Coordinate hearing logistics re discovery issues with {NAME_PLACEHOLDER},Paralegal,N
L300,A108,Prepare interrogatories and RFPs re settlement framework,Associate,N
L240,A105,Research sanctions standards re mediation planning,Associate,N
L200,A107,Draft reply brief re settlement framework,Associate,N
L300,A110,Evaluate appeal issues re deposition logistics,Partner,N
L140,A102,Update docket and calendar key dates re case budget,Paralegal,N
L500,A112,Prepare witness availability chart,Paralegal,N
L430,A102,Meet and confer with opposing counsel re scheduling and deadlines with {NAME_PLACEHOLDER},Associate,N
L300,A101,Draft pretrial conference statement re discovery issues,Associate,N
L300,A105,Legal research on dispositive issues re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L300,A107,Draft subpoena to third party re deposition logistics,Associate,N
L200,A107,Draft motion to dismiss re compliance with local rules,Associate,N
L300,A107,Manage document vendor instructions re discovery issues,Paralegal,N
L110,A113,Organize correspondence archive regarding expert strategy,Paralegal,N
L400,A107,Draft joint case management statement re trial preparation,Associate,N
L430,A102,Meet and confer with opposing counsel,Associate,N
L330,A102,Meet and confer with opposing counsel re settlement framework,Associate,N
L300,A110,Review discovery plan and priorities re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A110,Prepare deposition cross outline re compliance with local rules with {NAME_PLACEHOLDER},Associate,N
L300,A103,Arrange courier for courtesy copies re deposition logistics,Paralegal,N
L200,A107,High-level review of draft motion re discovery issues,Partner,N
L200,A107,High-level review of draft motion re deposition logistics with {NAME_PLACEHOLDER},Partner,N
L300,A110,Prepare deposition cross outline re compliance with local rules,Associate,N
L300,A103,Coordinate court reporter and videographer re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A107,Draft opposition to motion to compel re trial preparation,Associate,N
L300,A110,Review and summarize deposition transcript re case budget,Associate,N
L400,A101,Strategy conference re case posture re trial preparation,Partner,N
L200,A107,High-level review of draft motion re case budget,Partner,N
L300,A101,Draft letter to {NAME_PLACEHOLDER} re settlement positions re discovery issues,Associate,N
L300,A110,Bates label and organize document set re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A107,Draft motion to dismiss re scheduling and deadlines,Associate,N
L240,A102,Meet and confer with opposing counsel re mediation planning with {NAME_PLACEHOLDER},Associate,N
L140,A102,Meet and confer with opposing counsel re compliance with local rules with {NAME_PLACEHOLDER},Associate,N
L320,A107,Draft initial disclosures re scheduling and deadlines,Associate,N
L320,A107,Draft subpoena to third party re mediation planning,Associate,N
L300,A110,Approve deposition strategy re case budget,Partner,N
L200,A107,Draft notice of deposition re motion practice,Paralegal,N
L400,A107,Draft notice of removal re trial preparation,Associate,N
L300,A110,Prepare proof of service re deposition logistics,Paralegal,N
L400,A107,Draft statement of undisputed facts re trial preparation,Associate,N
L400,A102,Meet and confer with opposing counsel re trial preparation,Associate,N
L520,A103,Coordinate court reporter and videographer with {NAME_PLACEHOLDER}; Maintain case chronology re scheduling and deadlines; Prepare proof of service; Prepare witness availability chart,Paralegal,Y
L400,A103,Prepare exhibit list cross-references re trial preparation,Associate,N
L110,A101,Conference with {NAME_PLACEHOLDER} re strategy re scheduling and deadlines,Partner,N
L300,A110,Prepare witness availability chart re deposition logistics with {NAME_PLACEHOLDER},Paralegal,N
L200,A110,Mentor Associate on brief structure re settlement framework,Partner,N
L430,A112,Review opposing expert report,Associate,N
L400,A105,Prepare jury instructions research re trial preparation,Associate,N
L140,A106,Prepare witness availability chart re case budget,Paralegal,N
L110,A110,Update privilege log spreadsheet regarding expert strategy,Paralegal,N
L300,A110,Prepare deposition cross outline regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L400,A101,Prepare for settlement conference re trial preparation,Partner,N
L200,A107,Draft opposition to motion to compel re deposition logistics,Associate,N
L300,A110,Schedule deposition with {NAME_PLACEHOLDER},Paralegal,N
L300,A107,Draft responses to RFPs and RFAs re discovery issues,Associate,N
L300,A110,Analyze opposing counsel tactics re deposition logistics,Partner,N
L300,A107,Revise discovery responses re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L130,A107,Revise privilege log entries re compliance with local rules,Associate,N
L200,A111,Attend hearing and argue motion re settlement framework,Partner,N
L140,A107,Revise privilege log entries re case budget,Associate,N
L200,A112,Review expert retention strategy re motion practice,Partner,N
L200,A102,Meet and confer with opposing counsel re motion practice,Associate,N
L200,A110,Mentor Associate on brief structure re settlement framework,Partner,N
L110,A102,Meet and confer with opposing counsel regarding expert strategy with {NAME_PLACEHOLDER},Associate,N
L240,A107,Draft notice of removal re mediation planning,Associate,N
L300,A110,Prepare deposition outline for {NAME_PLACEHOLDER} re compliance with local rules,Associate,N
L500,A105,Evaluate appeal issues re case budget,Partner,N
L400,A105,Assess risk and exposure estimates re trial preparation,Partner,N
L300,A110,Review and summarize deposition transcript re deposition logistics with {NAME_PLACEHOLDER},Associate,N
L320,A107,Draft subpoena to third party re settlement framework,Associate,N
L400,A107,Draft protective order re scheduling and deadlines,Associate,N
L300,A110,Review and summarize deposition transcript re trial preparation,Associate,N
